# HULL SECTION 8
0.00000,-141.37577
0.21905,-140.34757
0.43810,-139.31178
0.65715,-138.26824
0.87620,-137.21675
1.09525,-136.15715
1.31431,-135.08923
1.53336,-134.01281
1.75241,-132.92766
1.97146,-131.83359
2.19051,-130.73036
2.40956,-129.61774
2.62861,-128.49549
2.84766,-127.36335
3.06671,-126.22105
3.28576,-125.06832
3.50481,-123.90487
3.72387,-122.73039
3.94292,-121.54456
4.16197,-120.34705
4.38102,-119.13750
4.60007,-117.91555
4.81912,-116.68080
5.03817,-115.43284
5.25722,-114.17124
5.47627,-112.89554
5.69532,-111.60526
5.91438,-110.29989
6.13343,-108.97889
6.35248,-107.64168
6.57153,-106.28764
6.79058,-104.91613
7.00963,-103.52645
7.22868,-102.11786
7.44773,-100.68957
7.66678,-99.24072
7.88583,-97.77041
8.10488,-96.27764
8.32394,-94.76136
8.54299,-93.22043
8.76204,-91.65358
8.98109,-90.05949
9.20014,-88.43666
9.41919,-86.78349
9.63824,-85.09822
9.85729,-83.37888
10.07634,-81.62334
10.29539,-79.82920
10.51444,-77.99380
10.73350,-76.11416
10.95255,-74.18691
11.17160,-72.20823
11.39065,-70.17379
11.60970,-68.07857
11.82875,-65.91679
12.04780,-63.68167
12.26685,-61.36520
12.48590,-58.95777
12.70495,-56.44777
12.92400,-53.82084
13.14306,-51.05893
13.36211,-48.13882
13.58116,-45.02974
13.80021,-41.68944
14.01926,-38.05708
14.23831,-34.03929
14.45736,-29.47889
14.67641,-24.06941
14.89546,-17.01964
15.11451,-0.00000
14.72696,4.28073
14.33941,5.86434
13.95186,6.95887
13.56431,7.78727
13.17676,8.43987
12.78920,8.96511
12.40165,9.39309
12.01410,9.74426
11.62655,10.03347
11.23900,10.27192
10.85145,10.46841
10.46389,10.62999
10.07634,10.76241
9.68879,10.87047
9.30124,10.95815
8.91369,11.02883
8.52614,11.08538
8.13858,11.13023
7.75103,11.16546
7.36348,11.19283
6.97593,11.21382
6.58838,11.22969
6.20083,11.24151
5.81327,11.25016
5.42572,11.25635
5.03817,11.26068
4.65062,11.26363
4.26307,11.26557
3.87552,11.26681
3.48796,11.26756
3.10041,11.26799
2.71286,11.26822
2.32531,11.26834
1.93776,11.26839
1.55021,11.26840
1.16265,11.26841
0.77510,11.26841
0.38755,11.26841
0.00000,11.26841
