# HULL SECTION 75
0.00000,-180.00000
1.84132,-178.69089
3.68264,-177.37212
5.52395,-176.04347
7.36527,-174.70472
9.20659,-173.35563
11.04791,-171.99596
12.88923,-170.62545
14.73054,-169.24384
16.57186,-167.85087
18.41318,-166.44623
20.25450,-165.02964
22.09582,-163.60079
23.93713,-162.15934
25.77845,-160.70497
27.61977,-159.23731
29.46109,-157.75600
31.30241,-156.26065
33.14372,-154.75085
34.98504,-153.22618
36.82636,-151.68617
38.66768,-150.13038
40.50900,-148.55829
42.35031,-146.96938
44.19163,-145.36311
46.03295,-143.73889
47.87427,-142.09611
49.71559,-140.43411
51.55690,-138.75220
53.39822,-137.04966
55.23954,-135.32569
57.08086,-133.57948
58.92218,-131.81014
60.76349,-130.01672
62.60481,-128.19822
64.44613,-126.35354
66.28745,-124.48153
68.12877,-122.58094
69.97008,-120.65041
71.81140,-118.68849
73.65272,-116.69358
75.49404,-114.66397
77.33536,-112.59778
79.17668,-110.49297
81.01799,-108.34727
82.85931,-106.15821
84.70063,-103.92305
86.54195,-101.63875
88.38327,-99.30191
90.22458,-96.90874
92.06590,-94.45496
93.90722,-91.93571
95.74854,-89.34545
97.58986,-86.67781
99.43117,-83.92543
101.27249,-81.07967
103.11381,-78.13033
104.95513,-75.06519
106.79645,-71.86945
108.63776,-68.52483
110.47908,-65.00836
112.32040,-61.29047
114.16172,-57.33199
116.00304,-53.07910
117.84435,-48.45437
119.68567,-43.33891
121.52699,-37.53259
123.36831,-30.64524
125.20963,-21.66945
127.05094,-0.00000
123.79323,17.80725
120.53551,24.39483
117.27779,28.94793
114.02008,32.39395
110.76236,35.10867
107.50464,37.29361
104.24693,39.07393
100.98921,40.53477
97.73150,41.73781
94.47378,42.72974
91.21606,43.54711
87.95835,44.21925
84.70063,44.77013
81.44291,45.21961
78.18520,45.58434
74.92748,45.87837
71.66976,46.11362
68.41205,46.30021
65.15433,46.44676
61.89661,46.56058
58.63890,46.64790
55.38118,46.71395
52.12346,46.76312
48.86575,46.79907
45.60803,46.82482
42.35031,46.84284
39.09260,46.85511
35.83488,46.86320
32.57717,46.86834
29.31945,46.87146
26.06173,46.87325
22.80402,46.87422
19.54630,46.87469
16.28858,46.87490
13.03087,46.87497
9.77315,46.87500
6.51543,46.87500
3.25772,46.87500
0.00000,46.87500
