# HULL SECTION 48
0.00000,-180.00000
2.03609,-178.69089
4.07218,-177.37212
6.10826,-176.04347
8.14435,-174.70472
10.18044,-173.35563
12.21653,-171.99596
14.25262,-170.62545
16.28871,-169.24384
18.32479,-167.85087
20.36088,-166.44623
22.39697,-165.02964
24.43306,-163.60079
26.46915,-162.15934
28.50523,-160.70497
30.54132,-159.23731
32.57741,-157.75600
34.61350,-156.26065
36.64959,-154.75085
38.68567,-153.22618
40.72176,-151.68617
42.75785,-150.13038
44.79394,-148.55829
46.83003,-146.96938
48.86612,-145.36311
50.90220,-143.73889
52.93829,-142.09611
54.97438,-140.43411
57.01047,-138.75220
59.04656,-137.04966
61.08264,-135.32569
63.11873,-133.57948
65.15482,-131.81014
67.19091,-130.01672
69.22700,-128.19822
71.26309,-126.35354
73.29917,-124.48153
75.33526,-122.58094
77.37135,-120.65041
79.40744,-118.68849
81.44353,-116.69358
83.47961,-114.66397
85.51570,-112.59778
87.55179,-110.49297
89.58788,-108.34727
91.62397,-106.15821
93.66005,-103.92305
95.69614,-101.63875
97.73223,-99.30191
99.76832,-96.90874
101.80441,-94.45496
103.84050,-91.93571
105.87658,-89.34545
107.91267,-86.67781
109.94876,-83.92543
111.98485,-81.07967
114.02094,-78.13033
116.05702,-75.06519
118.09311,-71.86945
120.12920,-68.52483
122.16529,-65.00836
124.20138,-61.29047
126.23746,-57.33199
128.27355,-53.07910
130.30964,-48.45437
132.34573,-43.33891
134.38182,-37.53259
136.41791,-30.64524
138.45399,-21.66945
140.49008,-0.00000
136.88777,18.99440
133.28546,26.02116
129.68315,30.87779
126.08084,34.55355
122.47853,37.44925
118.87622,39.77985
115.27391,41.67886
111.67160,43.23709
108.06929,44.52033
104.46698,45.57839
100.86467,46.45025
97.26236,47.16720
93.66005,47.75480
90.05774,48.23425
86.45544,48.62330
82.85313,48.93693
79.25082,49.18786
75.64851,49.38689
72.04620,49.54321
68.44389,49.66462
64.84158,49.75776
61.23927,49.82821
57.63696,49.88066
54.03465,49.91901
50.43234,49.94648
46.83003,49.96569
43.22772,49.97878
39.62541,49.98741
36.02310,49.99289
32.42079,49.99622
28.81848,49.99814
25.21617,49.99916
21.61386,49.99967
18.01155,49.99989
14.40924,49.99997
10.80693,49.99999
7.20462,50.00000
3.60231,50.00000
0.00000,50.00000
