# HULL SECTION 9
0.00000,-180.00000
0.27481,-178.69089
0.54963,-177.37212
0.82444,-176.04347
1.09925,-174.70472
1.37406,-173.35563
1.64888,-171.99596
1.92369,-170.62545
2.19850,-169.24384
2.47332,-167.85087
2.74813,-166.44623
3.02294,-165.02964
3.29775,-163.60079
3.57257,-162.15934
3.84738,-160.70497
4.12219,-159.23731
4.39701,-157.75600
4.67182,-156.26065
4.94663,-154.75085
5.22144,-153.22618
5.49626,-151.68617
5.77107,-150.13038
6.04588,-148.55829
6.32069,-146.96938
6.59551,-145.36311
6.87032,-143.73889
7.14513,-142.09611
7.41995,-140.43411
7.69476,-138.75220
7.96957,-137.04966
8.24438,-135.32569
8.51920,-133.57948
8.79401,-131.81014
9.06882,-130.01672
9.34364,-128.19822
9.61845,-126.35354
9.89326,-124.48153
10.16807,-122.58094
10.44289,-120.65041
10.71770,-118.68849
10.99251,-116.69358
11.26733,-114.66397
11.54214,-112.59778
11.81695,-110.49297
12.09176,-108.34727
12.36658,-106.15821
12.64139,-103.92305
12.91620,-101.63875
13.19102,-99.30191
13.46583,-96.90874
13.74064,-94.45496
14.01545,-91.93571
14.29027,-89.34545
14.56508,-86.67781
14.83989,-83.92543
15.11470,-81.07967
15.38952,-78.13033
15.66433,-75.06519
15.93914,-71.86945
16.21396,-68.52483
16.48877,-65.00836
16.76358,-61.29047
17.03839,-57.33199
17.31321,-53.07910
17.58802,-48.45437
17.86283,-43.33891
18.13765,-37.53259
18.41246,-30.64524
18.68727,-21.66945
18.96208,-0.00000
18.47588,5.29204
17.98967,7.24977
17.50346,8.60287
17.01726,9.62698
16.53105,10.43375
16.04484,11.08308
15.55863,11.61216
15.07243,12.04630
14.58622,12.40383
14.10001,12.69861
13.61380,12.94153
13.12760,13.14127
12.64139,13.30499
12.15518,13.43856
11.66898,13.54696
11.18277,13.63434
10.69656,13.70425
10.21035,13.75970
9.72415,13.80325
9.23794,13.83708
8.75173,13.86303
8.26552,13.88266
7.77932,13.89727
7.29311,13.90796
6.80690,13.91561
6.32069,13.92096
5.83449,13.92461
5.34828,13.92701
4.86207,13.92854
4.37587,13.92947
3.88966,13.93000
3.40345,13.93029
2.91724,13.93043
2.43104,13.93049
1.94483,13.93051
1.45862,13.93052
0.97241,13.93052
0.48621,13.93052
0.00000,13.93052
